0, 0, 0, 0.917735, 

1.01139, 0, 0, 0.917735, 

2.04589, 0, 0, 0.91386, 

3.10404, 0, 0, 0.906806, 

4.18637, 0, 0, 0.897288, 

5.29345, 0, 0, 0.886022, 

6.42583, 0, 0, 0.873715, 

7.58409, 0, 0, 0.861072, 

8.76883, 0, 0, 0.848808, 

9.98065, 0, 0, 0.837676, 

11.2342, 0, 0, 0.828515, 

12.4878, 0, 0, 0.822376, 

13.7414, 0, 0, 0.819037, 

14.9949, 0, 0, 0.818341, 

16.2485, 0, 0, 0.820304, 

17.5021, 0, 0, 0.825124, 

18.7557, 0, 0, 0.833184, 

20.0093, 0, 0, 0.845065, 

21.2628, 0, 0, 0.861565, 

22.5164, 0, 0, 0.883718, 

23.5164, 0, 0, 0.909549, 

24.5164, 0, 0, 0.928869, 

25.5164, 0, 0, 0.944669, 

26.5164, 0, 0, 0.957337, 

27.5164, 0, 0, 0.967241, 

28.5164, 0, 0, 0.974717, 

29.5164, 0, 0, 0.980055, 

30.5164, 0, 0, 0.983482, 

31.5164, 0, 0, 0.985155, 

32.5164, 0, 0, 0.985155, 

